id,Compound,smiles,CAS_RN,logS,Ref_logS,mp,Ref_mp,logPN,Ref_logP,GSE,diff_logS
SolCbio3-1141,B-752,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,,-4.9405,AqSolDB,5.5,PubChem,4.29,PubChem,-3.595,1.3455
SolCbio3-1142,B-832,CCCCOCCOCCOCCO,,0.6855,AqSolDB,-35.2,PubChem,0.02,PubChem,1.082,0.3965
SolCbio3-1143,B-833,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,,-5.2594,AqSolDB,350,PubChem,5.41,Kenneth,-8.16,2.9006
SolCbio3-1144,B-847,c1ccc2[nH]c(-c3cscn3)nc2c1,,-3.6048,AqSolDB,304,PubChem,2.47,Kenneth,-4.76,1.1552
SolCbio3-1145,B-861,c1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,,-9.1627,AqSolDB,164,PubChem,6.58,PubChem,-7.47,1.6927
SolCbio3-1146,B-881,c1cncnc1,,1.0964,AqSolDB,22,PubChem,-0.4,Kenneth,0.93,0.1664
SolCbio3-1147,B-882,C1CCCCCC1,,-3.5149,AqSolDB,-8,PubChem,4,Kenneth,-3.17,0.3449
SolCbio3-1148,B-887,C1OC1C1CO1,,1.065,AqSolDB,-19,PubChem,-0.4,Kenneth,1.34,0.275
SolCbio3-1149,B-893,CC[S+]([O-])CCSP(=O)(OC)OC,,0.6086,AqSolDB,-20,PubChem,-0.74,Kenneth,1.69,1.0814
SolCbio3-1150,B-905,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,,-2.5057,AqSolDB,158,PubChem,2.11,Kenneth,-2.94,0.4343
SolCbio3-1151,B-927,OCCF,,1.1934,AqSolDB,-26.4,PubChem,-0.67,Kenneth,1.684,0.4906
SolCbio3-1152,B-957,CC1(C)C2CCC1(C)C(O)C2,,-2.319,AqSolDB,202,PubChem,2.69,PubChem,-3.96,1.641
SolCbio3-1153,B-1025,C1COC1,,1.236,AqSolDB,-97,PubChem,-0.14,Kenneth,1.86,0.624
SolCbio3-1154,B-1031,C1CSCCS1,,-1.6029,AqSolDB,112.3,PubChem,0.77,Kenneth,-1.143,0.4599
SolCbio3-1155,B-1034,ClCCSCCCl,,-2.3666,AqSolDB,13,PubChem,1.37,PubChem,-0.75,1.6166
SolCbio3-1156,B-1054,CC(=O)C(C)O,,1.055,AqSolDB,15,PubChem,-0.36,PubChem,0.96,0.095
SolCbio3-1157,B-1092,COc1ccccc1OCC(O)COC(N)=O,,-1.5251,AqSolDB,93,PubChem,0.61,Kenneth,-0.79,0.7351
SolCbio3-1158,B-1103,Cc1cccc(C(C)C)c1,,-3.4994,AqSolDB,-63.8,PubChem,4.5,Kenneth,-3.112,0.3874
SolCbio3-1159,B-1124,CC(=O)OC(C)(C)C,,-1.1443,AqSolDB,-58,PubChem,1.76,Kenneth,-0.43,0.7143
SolCbio3-1160,B-1125,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,,-7.9407,AqSolDB,-3,PubChem,8.87,PubChem,-8.09,0.1493
SolCbio3-1161,B-1126,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,,-7.3387,AqSolDB,-38,PubChem,8.06,PubChem,-6.93,0.4087
SolCbio3-1162,B-1139,ClCOCCl,,-0.7181,AqSolDB,-42,PubChem,1.04,PubChem,0.13,0.8481
SolCbio3-1163,B-1179,OCC1CO1,,1.1303,AqSolDB,-45,PubChem,-0.95,Kenneth,2.15,1.0197
SolCbio3-1164,B-1199,C=C(C)CCl,,-1.8108,AqSolDB,-80,PubChem,1.98,PubChem,-0.43,1.3808
SolCbio3-1165,B-1202,C1OC1C1CO1,,1.065,AqSolDB,-19,PubChem,-0.4,Kenneth,1.34,0.275
SolCbio3-1166,B-1236,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,,-4.8179,AqSolDB,4,PubChem,4.78,Kenneth,-4.07,0.7479
SolCbio3-1167,B-1272,C=CCOC(C)=O,,-0.5534,AqSolDB,-96,PubChem,0.97,Kenneth,0.74,1.2934
SolCbio3-1168,B-1275,CCCCOC=O,,-1.1307,AqSolDB,-91.5,PubChem,1.32,PubChem,0.345,1.4757
SolCbio3-1169,B-1318,Cn1c(=O)ccc2ccccc21,,-1.0466,AqSolDB,74,PubChem,1.45,Kenneth,-1.44,0.3934
SolCbio3-1170,B-1370,C=Cc1ccc(C)cc1,,-3.1232,AqSolDB,-37.8,PubChem,3.35,PubChem,-2.222,0.9012
SolCbio3-1171,B-1375,CC(=O)OCC(C)OC(C)=O,,-0.2046,AqSolDB,-31,PubChem,0.8,PubChem,0.26,0.4646
SolCbio3-1172,B-1413,COC(=O)CCCCC(=O)OC,,-1.4629,AqSolDB,10.3,PubChem,1.03,Kenneth,-0.383,1.0799
SolCbio3-1173,B-1444,CCOC(C)(C)C,,-0.9302,AqSolDB,-94,PubChem,1.28,PubChem,0.41,1.3402
SolCbio3-1174,B-1448,CCSCCSP(=S)(OC)OC,,-3.0905,AqSolDB,-94.7,PubChem,3.15,Kenneth,-1.453,1.6375
SolCbio3-1175,B-1449,NC(=O)CF,,1.1132,AqSolDB,108,PubChem,-1.05,Kenneth,0.72,0.3932
SolCbio3-1176,B-1456,C1COCO1,,1.1303,AqSolDB,-95,PubChem,-0.37,Kenneth,2.07,0.9397
SolCbio3-1177,B-1462,CCC[CH2][Sn]([Cl])([Cl])[CH2]CCC,,-3.5188,AqSolDB,43,PubChem,0.97,PubChem,-0.65,2.8688
SolCbio3-1178,B-1642,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,,-5.1693,AqSolDB,57,PubChem,5.9,Kenneth,-5.72,0.5507
SolCbio3-1179,B-1644,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,,-5.2804,AqSolDB,-30,PubChem,5.73,Kenneth,-4.68,0.6004
SolCbio3-1180,B-1706,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,,-6.7023,AqSolDB,45,PubChem,5.4,Kenneth,-5.1,1.6023
SolCbio3-1181,B-1712,CC(F)(Cl)Cl,,-2.4448,AqSolDB,-103.5,PubChem,2.3,PubChem,-0.515,1.9298
SolCbio3-1182,B-1719,OCc1ccc(Cl)cc1Cl,,-2.248,AqSolDB,55,PubChem,2.36,PubChem,-2.16,0.088
SolCbio3-1183,B-1732,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,,-5.8221,AqSolDB,155,PubChem,4.28,Kenneth,-5.08,0.7421
SolCbio3-1184,B-1828,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,,-7.2784,AqSolDB,122,PubChem,3.23,PubChem,-3.7,3.5784
SolCbio3-1185,B-1830,Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,,-9.703,AqSolDB,197,PubChem,8.5,PubChem,-9.72,0.017
SolCbio3-1186,B-1848,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,,-5.0813,AqSolDB,47.5,PubChem,4.38,Kenneth,-4.105,0.9763
SolCbio3-1187,B-1863,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,,-6.8074,AqSolDB,485,PubChem,6.89,Kenneth,-10.99,4.1826
SolCbio3-1188,B-1878,Cc1ccc2nc3sc(=O)sc3nc2c1,,-5.3698,AqSolDB,171,PubChem,3.78,Kenneth,-4.74,0.6298
SolCbio3-1189,B-1910,CCOc1nc(C(Cl)(Cl)Cl)ns1,,-3.3254,AqSolDB,22,PubChem,3.37,Kenneth,-2.84,0.4854
SolCbio3-1190,B-1912,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,,-4.4643,AqSolDB,18,PubChem,3.69,Kenneth,-3.12,1.3443
SolCbio3-1191,B-1921,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,,-4.5171,AqSolDB,53,PubChem,3.4,Kenneth,-3.18,1.3371
SolCbio3-1192,B-2091,CC12CCC(C1)C(C)(C)C2=O,,-1.8507,AqSolDB,6,PubChem,3.52,Kenneth,-2.83,0.9793
SolCbio3-1193,B-2194,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,,-2.4845,AqSolDB,175,PubChem,1.89,Kenneth,-2.89,0.4055
SolCbio3-1194,B-2249,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,,-0.558,AqSolDB,105,PubChem,0.29,Kenneth,-0.59,0.032
SolCbio3-1195,B-2285,Clc1ccc(Oc2ccccc2)cc1,,-4.7925,AqSolDB,-8,PubChem,4.7,Kenneth,-3.87,0.9225
SolCbio3-1196,B-2315,II,,-2.886,AqSolDB,113.7,PubChem,2.49,PubChem,-2.877,0.009
SolCbio3-1197,B-2331,N#N,,-0.1901,AqSolDB,-210,PubChem,0.67,PubChem,2.18,2.3701
SolCbio3-1198,B-2334,O=O,,0.0691,AqSolDB,-218,PubChem,0.65,PubChem,2.28,2.2109
SolCbio3-1199,B-2337,COC(=O)C=C(C)OP(=O)(OC)OC,,0.4276,AqSolDB,7,PubChem,0.13,PubChem,0.55,0.1224
SolCbio3-1200,B-2346,ClC=CCCl,,-1.598,AqSolDB,-83,PubChem,2.04,Kenneth,-0.46,1.138
SolCbio3-1201,B-2349,N#CC(Br)(Br)C(N)=O,,-1.2075,AqSolDB,126,PubChem,0.82,Kenneth,-1.33,0.1225
SolCbio3-1202,B-2351,COP(N)(=O)SC,,0.8504,AqSolDB,44.9,PubChem,-0.8,Kenneth,1.101,0.2506
SolCbio3-1203,B-2383,CCCSP(=O)(OCC)SCCC,,-2.5094,AqSolDB,-13,PubChem,3.59,Kenneth,-2.71,0.2006
SolCbio3-1204,B-2402,ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl,,-13.1719,AqSolDB,325,PubChem,11.6,PubChem,-14.1,0.9281
SolCbio3-1205,B-2406,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,,-2.4361,AqSolDB,-42,PubChem,2.59,Kenneth,-1.42,1.0161
SolCbio3-1206,B-2572,Clc1c(Cl)c(Cl)c2ccccc2c1Cl,,-7.7954,AqSolDB,182,PubChem,5.75,Kenneth,-6.82,0.9754
SolCbio3-1207,B-2597,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,,-5.3154,AqSolDB,54.5,PubChem,5.7,Kenneth,-5.495,0.1796
SolCbio3-1208,B-2603,N#CSCSc1nc2ccccc2s1,,-3.2803,AqSolDB,-10,PubChem,3.3,Kenneth,-2.45,0.8303
SolCbio3-1209,B-2642,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,,-3.9049,AqSolDB,5,PubChem,3.34,Kenneth,-2.64,1.2649
SolCbio3-1210,B-2658,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,,-7.0122,AqSolDB,-37,PubChem,5.78,Kenneth,-4.66,2.3522
SolCbio3-1211,B-2678,CCCCCCCCn1sccc1=O,,-2.6301,AqSolDB,15,PubChem,2.45,Kenneth,-1.85,0.7801
SolCbio3-1212,B-2699,Brc1ccc(-c2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,,-9.351,AqSolDB,250,PubChem,5.53,PubChem,-7.28,2.071
SolCbio3-1213,B-2705,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,,-6.0524,AqSolDB,48,PubChem,6.14,Kenneth,-5.87,0.1824
SolCbio3-1214,B-2724,CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,,-5.7165,AqSolDB,-35,PubChem,5.44,Kenneth,-4.34,1.3765
SolCbio3-1215,B-2728,C1OC1C1CO1,,1.065,AqSolDB,-19,PubChem,-0.4,Kenneth,1.34,0.275
SolCbio3-1216,B-2800,CCCSP(=S)(OCC)Oc1ccc(SC)cc1,,-6.0171,AqSolDB,-15,PubChem,5.48,Kenneth,-4.58,1.4371
SolCbio3-1217,B-2809,Brc1cc(Br)c(Oc2cc(Br)cc(Br)c2Br)c(Br)c1,,-8.1979,AqSolDB,151,PubChem,7.4,PubChem,-8.16,0.0379
SolCbio3-1218,B-2831,Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,,-6.5363,AqSolDB,222,PubChem,8.9,PubChem,-10.37,3.8337
SolCbio3-1219,B-2862,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,,-7.5746,AqSolDB,25,PubChem,6.39,PubChem,-5.89,1.6846
SolCbio3-1220,B-2863,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,,-6.0248,AqSolDB,45,PubChem,5.7,Kenneth,-5.4,0.6248
SolCbio3-1221,B-2883,Cc1nnc(-c2ccccc2)c(=O)n1N,,-2.0506,AqSolDB,167,PubChem,0.83,Kenneth,-1.75,0.3006
SolCbio3-1222,B-2893,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,,-3.6577,AqSolDB,170,PubChem,3.82,Kenneth,-4.77,1.1123
SolCbio3-1223,B-2908,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,,-3.7306,AqSolDB,54.5,PubChem,2.88,Kenneth,-2.675,1.0556
SolCbio3-1224,B-2988,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,,-3.3918,AqSolDB,118,PubChem,2.9,Kenneth,-3.33,0.0618
SolCbio3-1225,B-2992,CC1=C(C)S(=O)(=O)CCS1(=O)=O,,-1.66,AqSolDB,167,PubChem,-0.17,Kenneth,-0.75,0.91
SolCbio3-1226,B-3017,COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,,-5.4374,AqSolDB,79.5,PubChem,4.56,Kenneth,-4.605,0.8324
SolCbio3-1227,B-3109,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,,-8.3221,AqSolDB,39.5,PubChem,6.21,Kenneth,-5.855,2.4671
SolCbio3-1228,B-3122,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,,-7.6194,AqSolDB,70,PubChem,6.41,Kenneth,-6.36,1.2594
SolCbio3-1229,B-3164,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,,-6.8765,AqSolDB,-94.8,PubChem,6.2,PubChem,-4.502,2.3745
SolCbio3-1230,B-3271,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,,-3.9524,AqSolDB,118,PubChem,2.9,Kenneth,-3.33,0.6224
SolCbio3-1231,B-3276,Cc1ccc(C(=O)COc2c(C(=O)c3ccc(Cl)c(C)c3Cl)c(C)nn2C)cc1,,-6.5209,AqSolDB,133.1,PubChem,4.69,Kenneth,-5.271,1.2499
SolCbio3-1232,B-3293,C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,,-3.7665,AqSolDB,48,PubChem,3.7,Kenneth,-3.43,0.3365
SolCbio3-1233,B-3314,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,,-3.6786,AqSolDB,118,PubChem,2.9,Kenneth,-3.33,0.3486
SolCbio3-1234,B-3341,CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,,-3.3189,AqSolDB,106.9,PubChem,2.9,Kenneth,-3.219,0.0999
SolCbio3-1235,B-3346,CCOP(=S)(Oc1cnc(C(C)(C)C)nc1)OC(C)C,,-4.7626,AqSolDB,-94.7,PubChem,4.2,PubChem,-2.503,2.2596
SolCbio3-1236,B-3347,CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,,-7.483,AqSolDB,112,PubChem,6.37,Kenneth,-6.74,0.743
SolCbio3-1237,B-3377,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,,-5.9694,AqSolDB,92.1,PubChem,4.28,Kenneth,-4.451,1.5184
SolCbio3-1238,B-3418,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,,-3.932,AqSolDB,105,PubChem,3.7,Kenneth,-4,0.068
SolCbio3-1239,B-3451,Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1,,-3.8775,AqSolDB,84,PubChem,3.24,Kenneth,-3.33,0.5475
SolCbio3-1240,B-3455,COC(=O)CSc1cc(N=c2sc(=O)n3n2CCCC3)c(F)cc1Cl,,-5.6768,AqSolDB,104.6,PubChem,3.37,PubChem,-3.666,2.0108
SolCbio3-1241,B-3473,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,,-6.1439,AqSolDB,77.5,PubChem,5.51,Kenneth,-5.535,0.6089
SolCbio3-1242,B-3491,CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,,-4.2727,AqSolDB,-22.1,PubChem,3.36,Kenneth,-2.389,1.8837
SolCbio3-1243,B-3494,CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,,-5.6161,AqSolDB,126,PubChem,3.49,Kenneth,-4,1.6161
SolCbio3-1244,B-3496,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,,-5.1395,AqSolDB,199.8,PubChem,4.12,Kenneth,-5.368,0.2285
SolCbio3-1245,B-3500,CSC(=O)c1cccc2nnsc12,,-4.4363,AqSolDB,132.9,PubChem,3.1,Kenneth,-3.679,0.7573
SolCbio3-1246,B-3513,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,,-4.7631,AqSolDB,138.5,PubChem,2.32,Kenneth,-2.955,1.8081
SolCbio3-1247,B-3530,CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1,,-6.6782,AqSolDB,101,PubChem,5.59,PubChem,-5.85,0.8282
SolCbio3-1248,B-3562,CC(C)(C)C,,-3.3371,AqSolDB,-16.37,PubChem,3.11,Kenneth,-2.1963,1.1408
SolCbio3-1249,B-3615,CCc1cccc(CC)c1,,-3.7476,AqSolDB,-83.9,PubChem,4.57,Kenneth,-2.981,0.7666
SolCbio3-1250,B-3792,CCC(C)O,,0.3877,AqSolDB,-114.7,PubChem,0.61,Kenneth,1.287,0.8993
SolCbio3-1251,B-3837,FC(Cl)Cl,,-0.7383,AqSolDB,-130.4,PubChem,1.55,Kenneth,0.504,1.2423
SolCbio3-1252,B-3839,FC(F)F,,-1.2334,AqSolDB,155.18,PubChem,0.64,Kenneth,-1.4418,0.2084
SolCbio3-1253,B-3840,FC(Cl)(Cl)Cl,,-2.0965,AqSolDB,-110.44,PubChem,2.53,Kenneth,-0.6756,1.4209
SolCbio3-1254,B-3885,C=C(C)C(=O)OCC,,-1.3251,AqSolDB,-75,PubChem,1.94,Kenneth,-0.44,0.8851
SolCbio3-1255,B-3886,C=C(C)C(=O)OCC(C)C,,-2.039,AqSolDB,-61,PubChem,2.66,Kenneth,-1.3,0.739
SolCbio3-1256,B-3907,CC(=O)OCc1ccccc1,,-1.6853,AqSolDB,-51.3,PubChem,1.96,Kenneth,-0.697,0.9883
SolCbio3-1257,B-3911,CCOC(=O)CC(C)=O,,-0.073,AqSolDB,-45,PubChem,0.25,Kenneth,0.95,1.023
SolCbio3-1258,B-3938,CC(C)(O)C(Cl)(Cl)Cl,,-1.346,AqSolDB,97,PubChem,2.03,Kenneth,-2.25,0.904
SolCbio3-1259,B-3939,OCC(Cl)(Cl)Cl,,-0.2537,AqSolDB,19,PubChem,1.42,Kenneth,-0.86,0.6063
SolCbio3-1260,B-3943,CCCC#N,,-0.321,AqSolDB,-112,PubChem,0.53,Kenneth,1.34,1.661
SolCbio3-1261,B-3954,CC=CC,,-1.9302,AqSolDB,-139.3,PubChem,2.32,Kenneth,-0.177,1.7532
SolCbio3-1262,B-3974,Cc1ccco1,,-1.4372,AqSolDB,-87.5,PubChem,1.85,Kenneth,-0.225,1.2122
SolCbio3-1263,B-3983,C=C(F)F,,-0.7061,AqSolDB,-144,PubChem,1.24,Kenneth,0.95,1.6561
SolCbio3-1264,B-4037,CCCC(N)=O,,0.2721,AqSolDB,114.8,PubChem,-0.21,Kenneth,-0.188,0.4601
SolCbio3-1265,B-4050,CCCCCCOCCO,,-1.1694,AqSolDB,-45.1,PubChem,1.86,Kenneth,-0.659,0.5104
SolCbio3-1266,B-4051,CCCCOCCOCCCC,,-1.9402,AqSolDB,-69.1,PubChem,2.48,Kenneth,-1.039,0.9012
SolCbio3-1267,B-4058,FC(F)OC(F)(F)C(F)Cl,,-1.5162,AqSolDB,48.5,PubChem,2.1,Kenneth,-1.835,0.3188
SolCbio3-1268,B-4059,FC(F)OC(Cl)C(F)(F)F,,-1.6157,AqSolDB,48.5,PubChem,2.06,Kenneth,-1.795,0.1793
SolCbio3-1269,B-4147,S=C=NCc1ccccc1,,-3.1364,AqSolDB,41,PubChem,3.16,Kenneth,-2.82,0.3164
SolCbio3-1270,B-4149,NC(=O)c1c(Cl)cccc1Cl,,-1.8427,AqSolDB,198,PubChem,0.77,Kenneth,-2,0.1573
SolCbio3-1271,B-4164,COP(=O)(OC)OC,,0.5526,AqSolDB,-46,PubChem,-0.65,Kenneth,1.86,1.3074
SolCbio3-1272,B-4189,CC(CCl)OC(C)CCl,,-2.0027,AqSolDB,-101.8,PubChem,2.48,Kenneth,-0.712,1.2907
SolCbio3-1273,B-4190,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,,-5.6657,AqSolDB,77.5,PubChem,5.02,Kenneth,-5.045,0.6207
SolCbio3-1274,B-4193,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,,-3.3637,AqSolDB,3.85,PubChem,2.36,Kenneth,-1.6485,1.7152
SolCbio3-1275,B-4203,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,,-2.2797,AqSolDB,27,PubChem,1.38,Kenneth,-0.9,1.3797
SolCbio3-1276,B-4208,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,,-3.4624,AqSolDB,-19,PubChem,3.81,Kenneth,-2.87,0.5924
SolCbio3-1277,B-4211,CCCCOC(N)=O,,-0.6571,AqSolDB,53,PubChem,0.85,Kenneth,-0.63,0.0271
SolCbio3-1278,B-4213,CCCOC(N)=O,,-0.1302,AqSolDB,60,PubChem,0.36,Kenneth,-0.21,0.0798
SolCbio3-1279,B-4231,COP(=S)(OC)Oc1ccc(C#N)cc1,,-3.7232,AqSolDB,15,PubChem,2.71,Kenneth,-2.11,1.6132
SolCbio3-1280,B-4235,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,,-6.2375,AqSolDB,30.5,PubChem,5.96,Kenneth,-5.515,0.7225
SolCbio3-1281,B-4243,CCOP(=S)(OCC)SCSC(C)(C)C,,-4.755,AqSolDB,-29.2,PubChem,4.48,Kenneth,-3.438,1.317
SolCbio3-1282,B-4246,CCOP(=O)(Sc1ccccc1)Sc1ccccc1,,-3.3305,AqSolDB,-25,PubChem,3.48,Kenneth,-2.48,0.8505
SolCbio3-1283,B-4258,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,,-7.2429,AqSolDB,53.7,PubChem,6.21,Kenneth,-5.997,1.2459
SolCbio3-1284,B-4262,CC=O,,1.3561,AqSolDB,-123.4,PubChem,-0.34,Kenneth,2.324,0.9679
SolCbio3-1285,B-4332,O=C1C(=O)c2ccccc2-c2ccccc21,,-4.4435,AqSolDB,207,PubChem,2.52,Kenneth,-3.84,0.6035
SolCbio3-1286,B-4354,C=O,,1.1206,AqSolDB,-92,PubChem,0.35,Kenneth,1.32,0.1994
SolCbio3-1287,B-4359,COS(=O)(=O)OC,,-0.6537,AqSolDB,-32,PubChem,0.16,PubChem,0.91,1.5637
SolCbio3-1288,B-4375,O=C=O,,-1.4748,AqSolDB,-56.558,PubChem,0.83,Kenneth,0.48558,1.96038
SolCbio3-1289,B-4378,O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,,-5.945,AqSolDB,181,PubChem,3.66,Kenneth,-4.72,1.225
SolCbio3-1290,B-4405,FC(F)(F)Cl,,-3.0647,AqSolDB,-181,PubChem,1.65,Kenneth,0.91,3.9747
SolCbio3-1291,B-4440,O=C(OOC(=O)c1ccccc1)c1ccccc1,,-4.4252,AqSolDB,104.5,PubChem,3.46,Kenneth,-3.755,0.6702
SolCbio3-1292,B-4480,Cn1cnc2c1c(=O)[nH]c(=O)n2C,,-2.7372,AqSolDB,357,PubChem,-0.78,Kenneth,-2.04,0.6972
SolCbio3-1293,B-4561,CC1OC(C)OC(C)O1,,-0.0719,AqSolDB,12.6,PubChem,0.67,Kenneth,-0.046,0.0259
SolCbio3-1294,B-4583,Cc1c[nH]c(=O)[nH]c1=O,,-1.5187,AqSolDB,320,PubChem,-0.62,Kenneth,-1.83,0.3113
SolCbio3-1295,C-18,CC1=CCC(C(C)(C)O)CC1,,-1.91,AqSolDB,40,PubChem,3.13,Kenneth,-2.78,0.87
SolCbio3-1296,C-21,C=C(C)C1CC=C(C)C(O)C1,,-1.72,AqSolDB,98,PubChem,3.12,Kenneth,-3.35,1.63
SolCbio3-1297,C-146,COc1nn(CSP(=S)(OC)OC)c(=O)s1,,-3.1,AqSolDB,39,PubChem,2.2,Kenneth,-1.84,1.26
SolCbio3-1298,C-438,CS(=O)(=O)OCCCCOS(C)(=O)=O,,-2.27,AqSolDB,107,PubChem,-0.52,Kenneth,0.2,2.47
SolCbio3-1299,C-685,CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,,-3.31,AqSolDB,63,PubChem,2.94,Kenneth,-2.82,0.49
SolCbio3-1300,C-820,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,,-4.03,AqSolDB,190.5,PubChem,2.01,Kenneth,-3.165,0.865
SolCbio3-1301,C-944,COP(=S)(OC)SCn1nnc2ccccc2c1=O,,-4.04,AqSolDB,74,PubChem,2.75,Kenneth,-2.74,1.3
SolCbio3-1302,C-964,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,,-6.78,AqSolDB,123,PubChem,5.8,Kenneth,-6.28,0.5
SolCbio3-1303,C-1012,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,,-3.6,AqSolDB,228.5,PubChem,2.12,Kenneth,-3.655,0.055
SolCbio3-1304,C-1018,COc1cc2c(c3c1c(=O)c1ccccc1n3C)C=CC(C)(C)O2,,-5.21,AqSolDB,176,PubChem,3.67,Kenneth,-4.68,0.53
SolCbio3-1305,C-1023,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,,-5.66,AqSolDB,49.39,PubChem,4.59,Kenneth,-4.3339,1.3261
SolCbio3-1306,C-1051,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,,-4.74,AqSolDB,159,PubChem,3.53,Kenneth,-4.37,0.37
SolCbio3-1307,C-1074,N#CCC#N,,0.25,AqSolDB,32,PubChem,-0.6,Kenneth,1.03,0.78
SolCbio3-1308,C-1083,CS(C)(=O)=O,,0.2,AqSolDB,109,PubChem,-1.41,Kenneth,1.07,0.87
