,Unnamed: 0,DATABASE_ID,NAME,SMILES,logP,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methy,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophen,fr_unbrch_alkane,fr_urea,MW,MR,HBA,HBD,RotBonds,AromRings,AliphRings,PSA,C,Cl,F,Br,I,SMILES_standard
10944,10944,ENV11542,P-ISOPROPYLPHENOL,CC(C)c1ccc(O)cc1,2.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.19399999999996,42.19580000000002,1,1,1,1,0,20.23,9,0,0,0,0,CC(C)c1ccc(O)cc1
10945,10945,ENV11543,P-TOLUIC ACID,Cc1ccc(C(=O)O)cc1,2.27,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.14999999999998,38.13830000000001,1,1,1,1,0,37.3,8,0,0,0,0,Cc1ccc(C(=O)O)cc1
10946,10946,ENV11544,4-NITROANILINE,Nc1ccc([N+](=O)[O-])cc1,1.39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.126,37.508800000000015,3,1,1,1,0,69.16,6,0,0,0,0,Nc1ccc([N+](=O)[O-])cc1
10947,10947,ENV11545,4-ETHYLNITROBENZENE,CCc1ccc([N+](=O)[O-])cc1,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.16499999999996,42.47440000000002,2,0,2,1,0,43.14,8,0,0,0,0,CCc1ccc([N+](=O)[O-])cc1
10948,10948,ENV11546,TEREPHTHALIC ACID,O=C(O)c1ccc(C(=O)O)cc1,2.0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.13199999999998,40.360600000000005,2,2,2,1,0,74.6,8,0,0,0,0,O=C(O)c1ccc(C(=O)O)cc1
10949,10949,ENV11547,"1,2-ETHANEDIAMINE, N,N-DIETHYL-",CCN(CC)CCN,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.208,36.8424,2,1,4,0,0,29.26,6,0,0,0,0,CCN(CC)CCN
10950,10950,ENV11548,ALPHA-CHLOROTOLUENE,ClCc1ccccc1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.58599999999996,35.99900000000001,0,0,1,1,0,0.0,7,1,0,0,0,ClCc1ccccc1
10951,10951,ENV11549,BENZALDEHYDE,O=Cc1ccccc1,1.48,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.12399999999997,31.829499999999992,1,0,1,1,0,17.07,7,0,0,0,0,O=Cc1ccccc1
10952,10952,ENV11550,PHENYL HYDRAZINE,NNc1ccccc1,1.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.14399999999998,34.25210000000001,2,2,1,1,0,38.05,6,0,0,0,0,NNc1ccccc1
10953,10953,ENV11551,2-VINYLPYRIDINE,C=Cc1ccccn1,1.54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105.14,34.328,1,0,1,1,0,12.89,7,0,0,0,0,C=Cc1ccccn1
10954,10954,ENV11552,3-HYDROXYBENZALDEHYDE,O=Cc1cccc(O)c1,1.29,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.12299999999996,33.4943,2,1,1,1,0,37.3,7,0,0,0,0,O=Cc1cccc(O)c1
10955,10955,ENV11553,"PHENYLACETIC ACID, METHYL ESTER",COC(=O)Cc1ccccc1,1.83,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.177,42.16200000000003,2,0,2,1,0,26.3,9,0,0,0,0,COC(=O)Cc1ccccc1
10956,10956,ENV11554,"4,4'-DIAMINODIPHENYL ETHER",Nc1ccc(Oc2ccc(N)cc2)cc1,1.36,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.241,61.782800000000016,3,2,2,2,0,61.27,12,0,0,0,0,Nc1ccc(Oc2ccc(N)cc2)cc1
10957,10957,ENV11555,"ACETAMIDE, N-[(PHENYLAMINO)CARBONYL]-",CC(=O)NC(=O)Nc1ccccc1,1.6,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178.191,49.27740000000002,2,2,1,1,0,58.2,9,0,0,0,0,CC(=O)NC(=O)Nc1ccccc1
10958,10958,ENV11556,"ETHYL CINNAMATE,3,4-DIHYDROXY",CCOC(=O)C=Cc1ccc(O)c(O)c1,2.56,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.213,55.43860000000003,4,2,3,1,0,66.76,11,0,0,0,0,CCOC(=O)C=Cc1ccc(O)c(O)c1
10959,10959,ENV11557,TRIALLYLAMINE,C=CCN(CC=C)CC=C,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.22599999999997,47.03100000000003,1,0,6,0,0,3.24,9,0,0,0,0,C=CCN(CC=C)CC=C
10960,10960,ENV11558,"BENZENEMETHANAMINE, N-(1-METHYLETHYL)-",CC(C)NCc1ccccc1,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.237,48.41770000000003,1,1,3,1,0,12.03,10,0,0,0,0,CC(C)NCc1ccccc1
10961,10961,ENV11559,"CINNAMIC ACID, METHYL ESTER",COC(=O)C=Cc1ccccc1,2.62,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.188,47.492000000000026,2,0,2,1,0,26.3,10,0,0,0,0,COC(=O)C=Cc1ccccc1
10962,10962,ENV11560,"CINNAMIC ACID, ETHYL ESTER",CCOC(=O)C=Cc1ccccc1,2.99,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.215,52.10900000000003,2,0,3,1,0,26.3,11,0,0,0,0,CCOC(=O)C=Cc1ccccc1
10963,10963,ENV11561,DIBENZYL ETHER,c1ccc(COCc2ccccc2)cc1,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.265,61.37700000000004,1,0,4,2,0,9.23,14,0,0,0,0,c1ccc(COCc2ccccc2)cc1
10964,10964,ENV11562,FORMANILIDE,O=CNc1ccccc1,1.15,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.13899999999995,36.12870000000001,1,1,2,1,0,29.1,7,0,0,0,0,O=CNc1ccccc1
10965,10965,ENV11563,PHENYLACETAMIDE,NC(=O)Cc1ccccc1,0.45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,135.16599999999997,39.34040000000002,1,1,2,1,0,43.09,8,0,0,0,0,NC(=O)Cc1ccccc1
10966,10966,ENV11564,4-BROMOACETANILIDE,CC(=O)Nc1ccc(Br)cc1,2.29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.062,48.445700000000016,1,1,1,1,0,29.1,8,0,0,1,0,CC(=O)Nc1ccc(Br)cc1
10967,10967,ENV11565,4-NITROACETANILIDE,CC(=O)Nc1ccc([N+](=O)[O-])cc1,1.66,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.163,47.40010000000001,3,1,2,1,0,72.24000000000001,8,0,0,0,0,CC(=O)Nc1ccc([N+](=O)[O-])cc1
10968,10968,ENV11566,P-NONYLPHENOL,CCCCCCCCCc1ccc(O)cc1,5.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,220.356,69.80380000000005,1,1,8,1,0,20.23,15,0,0,0,0,CCCCCCCCCc1ccc(O)cc1
10969,10969,ENV11567,CINNAMYL ALCOHOL,OCC=Cc1ccccc1,1.95,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.178,42.56180000000003,1,1,2,1,0,20.23,9,0,0,0,0,OCC=Cc1ccccc1
10970,10970,ENV11568,P-NITROSOPHENOL,O=Nc1ccc(O)cc1,1.29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.111,33.561800000000005,3,1,1,1,0,49.66,6,0,0,0,0,O=Nc1ccc(O)cc1
10971,10971,ENV11569,"2,5-CYCLOHEXADIENE-1,4-DIONE, DIOXIME",ON=C1C=CC(=NO)C=C1,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.126,36.723000000000006,4,2,0,0,1,65.18,6,0,0,0,0,ON=C1C=CC(=NO)C=C1
10972,10972,ENV11570,ETHYL CHLOROACETATE,CCOC(=O)CCl,0.94,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.551,27.35299999999999,2,0,2,0,0,26.3,4,1,0,0,0,CCOC(=O)CCl
10973,10973,ENV11571,"1,1-DIETHOXYETHANE",CCOC(C)OCC,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.176,32.713999999999984,2,0,4,0,0,18.46,6,0,0,0,0,CCOC(C)OCC
10974,10974,ENV11572,"3,7-DIMETHYL-6-OCTEN-1-OL",CC(C)=CCCC(C)CCO,3.91,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.26899999999998,49.531800000000025,1,1,5,0,0,20.23,10,0,0,0,0,CC(C)=CCCC(C)CCO
10975,10975,ENV11573,P-BROMOTOLUENE,Cc1ccc(Br)cc1,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.03700000000003,38.87900000000002,0,0,0,1,0,0.0,7,0,0,1,0,Cc1ccc(Br)cc1
10976,10976,ENV11574,P-CHLOROTOLUENE,Cc1ccc(Cl)cc1,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.586,36.18900000000001,0,0,0,1,0,0.0,7,1,0,0,0,Cc1ccc(Cl)cc1
10977,10977,ENV11575,P-TOLUIDINE,Cc1ccc(N)cc1,1.39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.156,35.5914,1,1,0,1,0,26.02,7,0,0,0,0,Cc1ccc(N)cc1
10978,10978,ENV11576,ISOBUTYL ACRYLATE,C=CC(=O)OCC(C)C,2.22,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.17099999999996,35.99399999999999,2,0,3,0,0,26.3,7,0,0,0,0,C=CC(=O)OCC(C)C
10979,10979,ENV11577,"1,2-DIBROMOETHANE",BrCCBr,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.862,27.588,0,0,1,0,0,0.0,2,0,0,2,0,BrCCBr
10980,10980,ENV11578,"1,3-BUTADIENE",C=CC=C,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.09199999999999,20.393999999999995,0,0,1,0,0,0.0,4,0,0,0,0,C=CC=C
10981,10981,ENV11579,2-CHLOROETHANOL,OCCCl,0.03,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.51400000000001,17.805799999999998,1,1,1,0,0,20.23,2,1,0,0,0,OCCCl
10982,10982,ENV11580,CHLOROACETONITRILE,N#CCCl,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.49799999999999,16.333,1,0,0,0,0,23.79,2,1,0,0,0,N#CCCl
10983,10983,ENV11581,ACETALDEHYDE OXIME,C/C=N/O,-0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.068000000000005,15.9525,2,1,0,0,0,32.59,2,0,0,0,0,C/C=N/O
10984,10984,ENV11582,2-PENTANONE,CCCC(C)=O,0.91,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.13399999999999,25.588999999999988,1,0,2,0,0,17.07,5,0,0,0,0,CCCC(C)=O
10985,10985,ENV11583,N-METHYL GLYCINE,CNCC(=O)O,-2.78,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.09399999999998,21.5625,2,2,2,0,0,49.33,3,0,0,0,0,CNCC(=O)O
10986,10986,ENV11584,DI-ISOPROPYL ETHER,CC(C)OC(C)C,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.177,31.35699999999997,1,0,2,0,0,9.23,6,0,0,0,0,CC(C)OC(C)C
10987,10987,ENV11585,M-XYLENE,Cc1cccc(C)c1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.16799999999998,35.916000000000004,0,0,0,1,0,0.0,8,0,0,0,0,Cc1cccc(C)c1
10988,10988,ENV11586,M-TOLUIDINE,Cc1cccc(N)c1,1.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.156,35.59140000000001,1,1,0,1,0,26.02,7,0,0,0,0,Cc1cccc(N)c1
10989,10989,ENV11587,2-AMINO-4-PYRIMIDONE,Nc1nccc(=O)[nH]1,-0.99,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.10399999999998,29.270100000000003,3,2,0,1,0,71.77000000000001,4,0,0,0,0,Nc1nccc(=O)[nH]1
10990,10990,ENV11588,"1,3,5-TRIMETHYLBENZENE",Cc1cc(C)cc(C)c1,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.19499999999998,40.65300000000001,0,0,0,1,0,0.0,9,0,0,0,0,Cc1cc(C)cc(C)c1
10991,10991,ENV11589,MELAMINE,Nc1nc(N)nc(N)n1,-1.37,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.12300000000002,33.0642,6,3,0,1,0,116.73,3,0,0,0,0,Nc1nc(N)nc(N)n1
10992,10992,ENV11590,4-METHYLPYRIDINE,Cc1ccncc1,1.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,93.129,28.974,1,0,0,1,0,12.89,6,0,0,0,0,Cc1ccncc1
10993,10993,ENV11591,PHENOL,Oc1ccccc1,1.46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.113,28.1068,1,1,0,1,0,20.23,6,0,0,0,0,Oc1ccccc1
10994,10994,ENV11592,2-BROMOPYRIDINE,Brc1ccccn1,1.42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,157.998,31.937,1,0,0,1,0,12.89,5,0,0,1,0,Brc1ccccn1
10995,10995,ENV11593,TRIETHYLENEGLYCOL DIMETHACRYLATE,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1.88,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,286.324,73.18400000000004,6,0,11,0,0,71.06,14,0,0,0,0,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C
